Summary,Issue Type,Status,Project key,Project name,Priority,Assignee,Reporter,Creator,Component/s,Custom field (Bộ phận phản ánh),Custom field (Ghi chú (Mô tả vấn đề)),Custom field (Kênh hỗ trợ),Custom field (Loại hỗ trợ),Custom field (Loại lỗi),Custom field (Severity),Custom field (Thêm labels),Custom field (Độ khó),Custom field (Phân loại yêu cầu)
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,MEINBOT,,Thấp,B06-0426,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 10.64.136.152 - hl-ibt-mnt-mg01c.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.190 - pv-ibt-mg00003b.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.131 - hl-ibt-mg00002c.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.150 - hl-ibt-mnt-mg01a.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.129 - hl-ibt-mg00002a.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.151 - pv-ibt-mnt-mg01b.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.130 - pv-ibt-mg00002b.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.189 - hl-ibt-mg00003a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.164 - pv-ibt-mg00001b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.165 - pv-ibt-mg00001c.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.191 - hl-ibt-mg00003c.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.178 - hl-ibt-rd00002a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.179 - pv-ibt-rd00002b.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,STUD,,Thấp,B06-0454,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.194.117 - qth-my00027v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.144 - qth-my00029v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.116 - pv-qth-my00027b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.169 - qth-my-mnt-v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.145 - hl-qth-my00030a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.147 - qth-my00030v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.159 - pv-qth-my00031b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.157 - pv-qth-rd00001b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.115 - hl-qth-my00027a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.167 - hl-qth-my-mnt-a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.146 - pv-qth-my00030b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.156 - hl-qth-rd00001a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.142 - hl-qth-my00029a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.143 - pv-qth-my00029b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.168 - pv-qth-my-mnt-b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.43 - qth-db-23.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,MAKT,,Thấp,B06-0414,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.181.204 - hl-ms-act-mq01a.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.145 - pv-sme-my00001b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.181.157 - hl-ms-act-kf01a.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.146 - sme-my00001v.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.144 - hl-sme-my00001a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.62 - sme-db-07.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.34 - sme-db-03.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.35 - sme-db-04.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.61 - sme-db-06.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.152 - hl-act2-mq0001a.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,QLTS,,Thấp,B06-0064,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.194.69 - pv-qts-my00009a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.134 - hl-qts-my00008a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.190 - hl-qts-my00012a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.68 - pv-qts-my00008b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.84 - pv-qts-my00010a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.70 - qts-my0009v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.51 - qts-db-my-06.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.76 - qts-my0008v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.188 - pv-qts-my00011b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.189 - qts-my00011v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.41 - qts-db-03.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.192 - qts-my00012v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.191 - pv-qts-my00012b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.187 - hl-qts-my00011a.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,CRM,,Thấp,B06-0042,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.181.44 - ms-crm2-redis-01.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.65 - crm2-db-05.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.57 - crm2-db-02.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,DVC,,Thấp,B06-0005,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.194.110 - pv-dvc-my00002b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.94 - pv-dvc-rd00001b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.93 - hl-dvc-rd00001a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.109 - hl-dvc-my00002a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.57 - dvc-mg-a01-01.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.58 - dvc-mg-a01-02.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.59 - dvc-mg-a01-03.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.240 - dvc-mg-a01-04.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.111 - dvc-my00002v.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,CEGOV,,Thấp,B06-0454,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.194.90 - hl-cgv-mnt-my1a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.92 - cgv-mnt-my1v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.137 - cgv-my00002v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.136 - pv-cgv-my00002b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.108 - pv-cgv-rd00001b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.135 - hl-cgv-my00002a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.91 - pv-cgv-mnt-my1b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.107 - hl-cgv-rd00001a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.86 - hl-cgv-my00001a.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,MEP,,Thấp,B06-0275,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.181.162 - pv-mep-rd00001b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.181.161 - hl-mep-rd00001a.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,SLG,,Thấp,B06-0005,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.194.118 - hl-slg-cb00001c.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.88 - hl-slg-cb00001a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.194.89 - pv-slg-cb00001b.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,AIM,,Thấp,B-1255,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 10.64.136.26 - pv-aim-mg00003b.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.27 - pv-aim-mg00003c.misaonline.local
\t\t+ ssh: 22/tcp - 10.64.136.25 - hl-aim-mg00003a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.166 - hl-aim-rd00001a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.168 - pv-aim-rd00001c.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.121 - aim-mg-a01-02.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.189 - pv-aim-my00002b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.132 - aim-mg-a02-03.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.130 - aim-mg-a02-01.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.122 - aim-mg-a01-03.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.190 - aim-my00002v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.98 - aim-db-03.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.99 - aim-db-04.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.188 - hl-aim-my00002a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.97 - aim-db-02.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.131 - aim-mg-a02-02.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.120 - aim-mg-a01-01.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,MINTAX,,Thấp,B-0587,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.193.174 - pv-mtx-my00003b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.173 - hl-mtx-my00003a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.175 - mtx-my00003v.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.177 - pv-mtx-rd00001b.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.176 - hl-mtx-rd00001a.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
Weak MAC Algorithm(s) Supported (SSH),Vấn đề của khách hàng,Chờ xử lý,ASP,,Thấp,B06-0407,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: Weak MAC Algorithm(s) Supported (SSH)
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote SSH server is configured to allow / support weak MAC algorithm(s).
	- 
	- Affected OS detected: Linux Kernel, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04
	- Affected services/hosts:
\t\t+ ssh: 22/tcp - 172.16.193.192 - hl-asb-rd00001a.misaonline.local
\t\t+ ssh: 22/tcp - 172.16.193.193 - pv-asb-rd00001b.misaonline.local
	- Resolution: Disable the reported weak MAC algorithm(s).
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
TCP Timestamps Information Disclosure,Vấn đề của khách hàng,Chờ xử lý,ME,,Thấp,B06-0307,B-1001,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2 năm 2025, Ban ANTT ghi nhận lỗ hổng có thông tin như sau:
	- Name: TCP Timestamps Information Disclosure
	- CVSS: AV:N/AC:H/Au:N/C:P/I:N/A:N - 2.6
	- Related CVE: []
	- Severity: Low
	- Description: The remote host implements TCP timestamps and therefore allows to compute the uptime. The remote host implements TCP timestamps, as defined by RFC1323/RFC7323. 
Affected Software/OS: TCP implementations that implement RFC1323/RFC7323.
	- Impact: A side effect of this feature is that the uptime of the remote host can sometimes be computed.
	- Affected OS detected: Linux Kernel, Microsoft Windows, Ubuntu 18.04, Ubuntu 20.04, Ubuntu 22.04, Windows Server 2008 R2 Enterprise 7601 Service Pack 1, Windows Server 2016 Standard 14393
	- Affected services/hosts:
\t\t+ Unknown: ?/? - 10.64.136.165 - pv-inv-mg00021b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.33 - pv-inv-mg00013b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.58 - pv-inv-mg00015b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.133 - pv-inv-mg00017b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.32 - hl-inv-mg00013a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.59 - pv-inv-mg00015c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.134 - hl-inv-mg00017c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.166 - hl-inv-mg00021c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.137 - hl-inv-mg00018c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.162 - pv-inv-mg00020b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.15 - pv-inv-db-18c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.164 - hl-inv-mg00021a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.67 - pv-inv-mg00016b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.45 - hl-inv-mg00014a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.135 - hl-inv-mg00018a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.132 - hl-inv-mg00017a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.136 - pv-inv-mg00018b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.138 - hl-inv-mg00019a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.29 - hl-inv-mg00012a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.31 - pv-inv-mg00012c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.47 - pv-inv-mg00014c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.163 - hl-inv-mg00020c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.34 - pv-inv-mg00013c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.139 - pv-inv-mg00019b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.30 - pv-inv-mg00012b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.57 - hl-inv-mg00015a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.66 - hl-inv-mg00016a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.46 - pv-inv-mg00014b.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.68 - hl-inv-mg00016c.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.161 - hl-inv-mg00020a.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.140 - hl-inv-mg00019c.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.55 - inv-db-08.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.185 - pv-inv-mg00004a.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.191 - pv-inv-ar-mg01a.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.186 - pv-inv-mg00005a.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.187 - pv-inv-mg00006a.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.77 - inv-db-16.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.11 - inv-db-02.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.211 - hl-inv-mg00007a.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.56 - inv-db-09.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.214 - hl-inv-mg00008a.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.167 - pv-inv-db-19b.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.117 - inv-db-mg-c2-02.misaonline.local
\t\t+ Unknown: ?/? - 10.64.136.14 - pv-inv-db-18b.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.90 - inv-db-25.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.213 - pv-inv-mg00007c.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.124 - inv-mg-a03-01.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.107 - pv-inv-db-mnt-b.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.67 - inv-db-12.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.53 - inv-db-06.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.126 - inv-mg-a03-03.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.52 - inv-db-05.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.59 - inv-db-10.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.245 - pv-inv-db-12b.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.83 - inv-db-18.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.212 - pv-inv-mg00007b.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.125 - inv-mg-a03-02.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.51 - inv-db-04.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.88 - inv-db-23.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.216 - pv-inv-mg00008c.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.112 - pv-inv-db-09c.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.116 - inv-db-mg-c2-01.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.215 - pv-inv-mg00008b.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.118 - inv-db-mg-c2-03.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.17 - pv-inv-db-09b.misaonline.local
\t\t+ Unknown: ?/? - 172.16.193.89 - inv-db-24.misaonline.local
	- Resolution: To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to /etc/sysctl.conf. Execute 'sysctl -p' to apply the settings at runtime. To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled' Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled. The default behavior of the TCP/IP stack on this Systems is to not use the Timestamp options when initiating TCP connections, but use them if the TCP peer that is initiating communication includes them in their synchronize (SYN) segment. See the references for more information.
Trân trọng!",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
