confirmed,id,date,name,severity,service,target,desc,status,hostnames,comments,owner,os,resolution,refs,easeofresolution,web_vulnerability,data,website,path,status_code,request,response,method,params,pname,query,cve,cvss2_vector_string,cvss2_base_score,cvss3_vector_string,cvss3_base_score,cvss4_vector_string,cvss4_base_score,cwe,policyviolations,external_id,impact_confidentiality,impact_integrity,impact_availability,impact_accountability,update_date,host_id,host_description,mac,host_owned,host_creator_id,host_date,host_update_date,service_id,service_name,service_description,service_owned,port,protocol,summary,version,service_status,service_creator_id,service_date,service_update_date,service_parent_id
False,23955,2025-05-28T15:13:01.826561+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.187,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['pv-inv-mg00006a.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 2b1b6b6e-ecdd-4626-bb15-27a430140d35

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:01.826566+00:00,4904,,,False,1,2025-05-28 15:13:01.686567,2025-05-28 15:13:27.248414,6529,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:01.779982,2025-05-28 15:13:01.779988,4904
False,24459,2025-05-28T15:13:06.226167+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.116,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['inv-db-mg-c2-01.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 0214bdf9-4103-480a-b5ad-8108f5a29f76

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:06.226173+00:00,5003,,,False,1,2025-05-28 15:13:06.157529,2025-05-28 15:13:27.634450,6669,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:06.191167,2025-05-28 15:13:06.191174,5003
False,25972,2025-05-28T15:13:16.596927+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.194.231,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['pv-mms-my00018b.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 67a589d0-d503-44fd-a948-76cb22655fcf

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:16.596932+00:00,5310,,,False,1,2025-05-28 15:13:16.515161,2025-05-28 15:13:29.860749,7020,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:16.561216,2025-05-28 15:13:16.561225,5310
False,24781,2025-05-28T15:13:08.701764+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,10.64.192.95,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['hl-mms-my00048a.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 0cff8a77-9a3c-48a7-9e54-86c7619b1664

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:08.701771+00:00,5070,,,False,1,2025-05-28 15:13:08.634013,2025-05-28 15:13:28.280164,6752,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:08.671763,2025-05-28 15:13:08.671769,5070
False,26827,2025-05-28T15:13:22.497615+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.194.218,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['hl-mms-my00014a.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id dcc10143-9d40-4ad3-97dc-4c6d63b105ac

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:22.497620+00:00,5499,,,False,1,2025-05-28 15:13:22.427043,2025-05-28 15:13:30.602783,7220,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:22.464910,2025-05-28 15:13:22.464916,5499
False,26926,2025-05-28T15:13:23.408163+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.194.191,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['pv-qts-my00012b.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 70345ac8-27c4-4c86-badf-dd639ead80a1

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:23.408169+00:00,5529,,,False,1,2025-05-28 15:13:23.339751,2025-05-28 15:13:30.696120,7252,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:23.383498,2025-05-28 15:13:23.383505,5529
False,24385,2025-05-28T15:13:05.768710+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.98,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['aim-db-03.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 4bc0527f-2321-4c69-bc87-cc232728af8c

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:05.768716+00:00,4988,,,False,1,2025-05-28 15:13:05.701487,2025-05-28 15:13:27.582985,6653,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:05.739226,2025-05-28 15:13:05.739231,4988
False,25674,2025-05-28T15:13:14.684692+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.194.72,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['pv-mms-my-mnt-b.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 2e8adcf4-69df-44f0-8840-570bb2ef97aa

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:14.684697+00:00,5251,,,False,1,2025-05-28 15:13:14.621065,2025-05-28 15:13:29.648588,6958,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:14.649955,2025-05-28 15:13:14.649961,5251
False,24312,2025-05-28T15:13:05.342970+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.53,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['inv-db-06.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 94e00966-ed76-4c2d-a38a-276d580bb197

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:05.342978+00:00,4974,,,False,1,2025-05-28 15:13:05.236341,2025-05-28 15:13:27.522261,6637,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:05.315081,2025-05-28 15:13:05.315088,4974
False,25215,2025-05-28T15:13:11.745489+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,10.64.192.167,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,[],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 8f93ac59-8bca-4e7f-8c53-8f93485a7bc4

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:11.745493+00:00,5154,,,False,1,2025-05-28 15:13:11.687590,2025-05-28 15:13:28.860250,6856,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:11.719440,2025-05-28 15:13:11.719447,5154
False,24293,2025-05-28T15:13:05.198457+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.67,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['inv-db-12.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 1c646073-d2a5-47fd-97ec-0a7c5300ae2f

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:05.198462+00:00,4971,,,False,1,2025-05-28 15:13:05.145915,2025-05-28 15:13:27.504948,6633,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:05.174905,2025-05-28 15:13:05.174911,4971
False,25261,2025-05-28T15:13:12.044602+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,10.64.136.140,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['hl-inv-mg00019c.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 0e3584e3-113e-444a-a198-25e7349557d9

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:12.044608+00:00,5163,,,False,1,2025-05-28 15:13:11.984190,2025-05-28 15:13:28.875902,6867,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:12.015922,2025-05-28 15:13:12.015928,5163
False,24484,2025-05-28T15:13:06.379088+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.17,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['pv-inv-db-09b.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 6e96ba65-99d7-40f5-908e-c84c54399052

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:06.379093+00:00,5008,,,False,1,2025-05-28 15:13:06.322789,2025-05-28 15:13:27.666142,6674,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:06.355107,2025-05-28 15:13:06.355116,5008
False,24492,2025-05-28T15:13:06.428716+00:00,Weak Key Exchange (KEX) Algorithm(s) Supported (SSH),med,status:open - protocol:tcp - name:ssh - summary:(22/tcp) ssh - version: - ports:22,172.16.193.131,"The remote SSH server is configured to allow / support weak key exchange (KEX) algorithm(s). - 1024-bit MODP group / prime KEX algorithms: Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key exchange. Practitioners believed this was safe as long as new key exchange messages were generated for every connection. However, the first step in the number field sieve-the most efficient algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime. A nation-state can break a 1024-bit prime.",open,['aim-mg-a02-02.misaonline.local'],[],faraday,Linux Kernel,"Disable the reported weak KEX algorithm(s) - 1024-bit MODP group / prime KEX algorithms: Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","[{'name': 'cpe:/a:ietf:secure_shell_protocol', 'type': 'other'}, {'name': 'https://weakdh.org/sysadmin.html', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc9142#name-summary-guidance-for-implem', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc6194', 'type': 'other'}, {'name': 'https://www.rfc-editor.org/rfc/rfc4253#section-6.5', 'type': 'other'}]",,False,"
id 4652fbe3-2caa-4f0b-a7fc-982dc569e4f6

Impact: An attacker can quickly break individual connections.",,,,,,,,,,[],,,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.3,,,[],[],OPENVAS-1.3.6.1.4.1.25623.1.0.150713,False,False,False,False,2025-05-28T15:13:06.428721+00:00,5010,,,False,1,2025-05-28 15:13:06.360449,2025-05-28 15:13:27.676319,6676,ssh,,False,22,tcp,(22/tcp) ssh,,open,1,2025-05-28 15:13:06.395560,2025-05-28 15:13:06.395565,5010
